15-10-7 下午5:03
项目统计

     	   片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	85058	357064	3054896	3357899	  1870	
剩余：  	71733	336795	2932578	3228446	  1870	
独特：  	42566	270601	2279580	2537858	  1870	
剩余独特：	42381	268752	2268528	2525019	  1870	


单文件统计：

文件名                                                       	 总片段	剩余片段	独特片段	剩余独特片段	 总计词汇	 剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
Spline/SplineZ.html                                       	  24	  17	   7	     7	   58	   48	   35	    35	     537	      478	      334	        334	     575	      513	      366	        366	
Spline/UpdateSplinePoint.html                             	  28	  20	   5	     5	   93	   82	   18	    18	     632	      568	      173	        173	     698	      631	      187	        187	
sprite/catchsprite.html                                   	  64	  55	  36	    36	  303	  291	  235	   235	    2518	     2445	     1869	       1869	    2756	     2680	     2075	       2075	
sprite/clipsprite.html                                    	  30	  21	  15	    15	  150	  138	  121	   121	     920	      849	      732	        732	    1033	      959	      831	        831	
sprite/copysprite.html                                    	  29	  23	  12	    12	  122	  114	   63	    63	     976	      924	      425	        425	    1075	     1021	      481	        481	
sprite/createsprite.html                                  	  33	  26	   9	     9	  136	  126	   39	    39	    1084	     1025	      323	        323	    1193	     1131	      358	        358	
sprite/displaysprite.html                                 	  26	  18	  10	    10	   90	   79	   69	    69	     716	      652	      508	        508	     782	      715	      570	        570	
sprite/displaytransparentsprite.html                      	  37	  29	  16	    16	  166	  155	  120	   120	    1122	     1058	      792	        792	    1255	     1188	      902	        902	
sprite/freesprite.html                                    	  21	  13	  10	    10	   63	   53	   50	    50	     496	      432	      386	        386	     541	      475	      429	        429	
sprite/grabsprite.html                                    	  34	  27	  11	    11	  161	  152	   77	    77	    1207	     1148	      496	        496	    1336	     1275	      565	        565	
sprite/index.html                                         	  84	  79	  46	    46	  223	  215	  183	   183	    2411	     2361	     1797	       1797	    2556	     2502	     1936	       1936	
sprite/initsprite.html                                    	  22	  15	  10	    10	  115	  106	  103	   103	     692	      635	      587	        587	     792	      733	      685	        685	
sprite/issprite.html                                      	  25	  17	   8	     8	   97	   86	   49	    49	     626	      560	      304	        304	     702	      633	      349	        349	
sprite/loadsprite.html                                    	  52	  45	  13	    13	  228	  219	   92	    92	    1914	     1855	      586	        586	    2096	     2035	      670	        670	
sprite/RotateSprite.html                                  	  22	  14	   9	     9	   71	   61	   50	    50	     501	      440	      364	        364	     553	      490	      408	        408	
sprite/savesprite.html                                    	  38	  31	  17	    17	  191	  181	  142	   142	    1389	     1330	      971	        971	    1560	     1498	     1117	       1117	
sprite/SpriteBlendingMode.html                            	  31	  24	  19	    19	   91	   82	   77	    77	    1109	     1052	      960	        960	    1171	     1112	     1020	       1020	
sprite/spritecollision.html                               	  34	  26	  15	    15	  121	  110	   99	    99	     860	      794	      659	        659	     953	      884	      747	        747	
sprite/spritedepth.html                                   	  21	  14	   7	     7	   46	   36	   26	    26	     426	      367	      265	        265	     455	      393	      288	        288	
sprite/spriteheight.html                                  	  21	  14	   7	     7	   48	   38	   28	    28	     423	      364	      271	        271	     454	      392	      296	        296	
sprite/spriteid.html                                      	  25	  18	   7	     7	   66	   56	   26	    26	     567	      508	      268	        268	     612	      550	      291	        291	
sprite/spriteoutput.html                                  	  24	  17	   7	     7	   91	   82	   39	    39	     727	      668	      328	        328	     798	      737	      364	        364	
sprite/spritepixelcollision.html                          	  35	  27	   7	     7	  163	  152	   94	    94	    1085	     1019	      625	        625	    1219	     1150	      716	        716	
sprite/SpriteQuality.html                                 	  20	  13	   9	     9	   57	   48	   44	    44	     526	      469	      405	        405	     570	      511	      447	        447	
sprite/spritewidth.html                                   	  21	  14	   7	     7	   48	   38	   28	    28	     438	      379	      276	        276	     469	      407	      301	        301	
sprite/TransformSprite.html                               	  38	  31	  24	    24	  123	  114	  107	   107	     785	      728	      654	        654	     941	      882	      803	        803	
sprite/transparentspritecolor.html                        	  29	  21	   8	     8	  107	   96	   61	    61	     866	      802	      510	        510	     944	      877	      566	        566	
sprite/ZoomSprite.html                                    	  20	  13	   8	     8	   60	   51	   46	    46	     463	      406	      348	        348	     504	      445	      387	        387	
staticgeometry/addstaticgeometryentity.html               	  42	  33	  27	    27	  185	  173	  164	   164	    1249	     1178	     1084	       1084	    1394	     1320	     1224	       1224	
staticgeometry/buildstaticgeometry.html                   	  22	  14	   8	     8	   44	   33	   25	    25	     552	      488	      365	        365	     577	      510	      385	        385	
staticgeometry/createstaticgeometry.html                  	  34	  26	  17	    17	  158	  147	  130	   130	    1156	     1090	      915	        915	    1283	     1214	     1032	       1032	
staticgeometry/freestaticgeometry.html                    	  24	  15	   8	     8	   62	   50	   43	    43	     641	      570	      428	        428	     682	      608	      466	        466	
staticgeometry/index.html                                 	  24	  20	  10	    10	   68	   61	   50	    50	     687	      644	      445	        445	     733	      686	      486	        486	
staticgeometry/isstaticgeometry.html                      	  23	  15	   8	     8	   96	   85	   53	    53	     660	      594	      374	        374	     735	      666	      421	        421	
statusbar/addstatusbarfield.html                          	  37	  28	  19	    19	  127	  115	  107	   107	    1086	     1015	      876	        876	    1185	     1111	      972	        972	
statusbar/createstatusbar.html                            	  36	  28	  19	    19	  167	  156	  138	   138	    1741	     1675	     1453	       1453	    1901	     1832	     1603	       1603	
statusbar/freestatusbar.html                              	  20	  12	   8	     8	   54	   44	   40	    40	     435	      371	      316	        316	     472	      406	      351	        351	
statusbar/index.html                                      	  31	  26	  16	    16	   65	   57	   45	    45	     713	      663	      477	        477	     747	      693	      506	        506	
statusbar/isstatusbar.html                                	  23	  15	   8	     8	   80	   69	   52	    52	     544	      478	      333	        333	     605	      536	      381	        381	
statusbar/statusbarheight.html                            	  18	  12	   7	     7	   55	   47	   38	    38	     417	      365	      295	        295	     458	      404	      330	        330	
statusbar/statusbarid.html                                	  20	  14	   6	     6	   59	   51	   21	    21	     485	      433	      224	        224	     527	      473	      243	        243	
statusbar/statusbarimage.html                             	  39	  31	  18	    18	  172	  162	  142	   142	    1622	     1558	     1252	       1252	    1788	     1722	     1409	       1409	
statusbar/statusbarprogress.html                          	  38	  30	  15	    15	  191	  181	  123	   123	    1565	     1501	     1006	       1006	    1740	     1674	     1126	       1126	
statusbar/statusbartext.html                              	  31	  24	  12	    12	  131	  122	   75	    75	     916	      859	      550	        550	    1035	      976	      628	        628	
string/asc.html                                           	  29	  19	  15	    15	  112	   99	   93	    93	     750	      670	      605	        605	     836	      753	      688	        688	
string/bin.html                                           	  37	  28	  24	    24	  201	  189	  184	   184	    1317	     1244	     1205	       1205	    1496	     1420	     1380	       1380	
string/chr.html                                           	  33	  24	  12	    12	  119	  107	   73	    73	     889	      816	      578	        578	     981	      905	      646	        646	
string/countstring.html                                   	  23	  15	  12	    12	   99	   89	   86	    86	     663	      597	      572	        572	     744	      676	      651	        651	
string/findstring.html                                    	  29	  23	  17	    17	  119	  111	   97	    97	     845	      793	      707	        707	     946	      892	      798	        798	
string/hex.html                                           	  43	  33	  16	    16	  223	  210	   81	    81	    1624	     1544	      853	        853	    1821	     1738	      921	        921	
string/index.html                                         	  75	  70	  56	    56	  108	  100	   84	    84	    1328	     1278	     1119	       1119	    1361	     1307	     1147	       1147	
string/insertstring.html                                  	  28	  20	  13	    13	   90	   79	   69	    69	     722	      656	      581	        581	     793	      724	      646	        646	
string/lcase.html                                         	  24	  15	  10	    10	   73	   61	   56	    56	     530	      457	      404	        404	     585	      509	      456	        456	
string/left.html                                          	  25	  17	  10	    10	   93	   82	   72	    72	     575	      509	      443	        443	     646	      577	      508	        508	
string/len.html                                           	  19	  12	   7	     7	   47	   38	   30	    30	     346	      287	      238	        238	     378	      317	      265	        265	
string/lset.html                                          	  34	  25	  17	    17	  147	  135	  127	   127	     988	      915	      843	        843	    1127	     1051	      979	        979	
string/ltrim.html                                         	  30	  22	  11	    11	  102	   91	   67	    67	     759	      693	      527	        527	     843	      774	      595	        595	
string/mid.html                                           	  26	  19	  13	    13	   98	   89	   79	    79	     688	      629	      564	        564	     765	      704	      635	        635	
string/removestring.html                                  	  36	  28	  16	    16	  147	  136	  107	   107	    1133	     1067	      865	        865	    1257	     1188	      969	        969	
string/replacestring.html                                 	  50	  42	  26	    26	  277	  266	  222	   222	    1974	     1908	     1606	       1606	    2217	     2148	     1818	       1818	
string/reversestring.html                                 	  20	  13	   9	     9	   54	   45	   41	    41	     475	      416	      371	        371	     514	      453	      408	        408	
string/right.html                                         	  25	  17	   6	     6	   93	   82	   46	    46	     598	      532	      333	        333	     670	      601	      377	        377	
string/rset.html                                          	  34	  25	  10	    10	  147	  135	   71	    71	     986	      913	      565	        565	    1125	     1049	      652	        652	
string/rtrim.html                                         	  30	  22	   9	     9	  102	   91	   56	    56	     771	      705	      483	        483	     854	      785	      541	        541	
string/space.html                                         	  19	  12	   8	     8	   53	   44	   40	    40	     407	      348	      314	        314	     455	      394	      360	        360	
string/str.html                                           	  35	  26	  12	    12	  100	   88	   74	    74	     771	      698	      576	        576	     842	      766	      644	        644	
string/strd.html                                          	  38	  29	  17	    17	  199	  187	  167	   167	    1299	     1226	     1090	       1090	    1491	     1415	     1271	       1271	
string/strf.html                                          	  38	  29	  13	    13	  199	  187	  126	   126	    1299	     1226	      856	        856	    1487	     1411	      996	        996	
string/stringbytelength.html                              	  30	  22	  14	    14	  136	  126	  106	   106	     910	      844	      716	        716	    1026	      958	      819	        819	
string/stringfield.html                                   	  25	  19	  14	    14	   76	   69	   64	    64	     581	      533	      481	        481	     638	      589	      537	        537	
string/stru.html                                          	  44	  35	  10	    10	  186	  174	   56	    56	    1287	     1214	      551	        551	    1448	     1372	      602	        602	
string/trim.html                                          	  28	  20	   9	     9	   95	   84	   51	    51	     720	      654	      449	        449	     802	      733	      506	        506	
string/ucase.html                                         	  24	  15	   8	     8	   74	   62	   55	    55	     520	      447	      389	        389	     576	      500	      442	        442	
string/val.html                                           	  34	  25	  14	    14	  116	  104	   93	    93	     918	      845	      747	        747	    1020	      944	      846	        846	
string/vald.html                                          	  33	  24	  10	    10	  101	   89	   63	    63	     736	      663	      490	        490	     807	      731	      546	        546	
string/valf.html                                          	  32	  23	  10	    10	   99	   87	   62	    62	     699	      626	      461	        461	     767	      691	      514	        514	
System/CocoaMessage.html                                  	  65	  59	  50	    50	  438	  430	  421	   421	    2980	     2924	     2788	       2788	    3385	     3327	     3188	       3188	
System/ComputerName.html                                  	  18	  10	   8	     8	   33	   23	   18	    18	     348	      284	      251	        251	     368	      302	      266	        266	
System/CountCPUs.html                                     	  22	  16	  10	    10	   86	   78	   59	    59	     547	      495	      389	        389	     624	      570	      451	        451	
System/CPUName.html                                       	  18	  10	   8	     8	   73	   63	   61	    61	     483	      419	      392	        392	     550	      484	      457	        457	
System/Delay.html                                         	  25	  16	  11	    11	   76	   64	   57	    57	     594	      523	      437	        437	     646	      572	      486	        486	
System/DoubleClickTime.html                               	  27	  18	   9	     9	   85	   73	   59	    59	     805	      734	      529	        529	     863	      789	      584	        584	
System/ElapsedMilliseconds.html                           	  28	  18	  11	    11	  134	  121	  116	   116	     999	      921	      843	        843	    1162	     1081	     1003	       1003	
System/index.html                                         	  32	  27	  15	    15	   59	   51	   37	    37	     679	      629	      429	        429	     706	      652	      451	        451	
System/MemoryStatus.html                                  	  25	  19	  12	    12	  115	  107	   88	    88	     909	      857	      722	        722	    1021	      967	      820	        820	
System/OSVersion.html                                     	  62	  54	  43	    43	  231	  221	  211	   211	    2194	     2130	     1985	       1985	    2357	     2291	     2145	       2145	
System/UserName.html                                      	  17	   9	   6	     6	   36	   26	   18	    18	     318	      254	      196	        196	     340	      274	      211	        211	
systray/addsystrayicon.html                               	  40	  32	  19	    19	  181	  170	  140	   140	    1231	     1165	      885	        885	    1371	     1302	     1008	       1008	
systray/changesystrayicon.html                            	  25	  17	   9	     9	   89	   78	   33	    33	     615	      551	      303	        303	     681	      614	      330	        330	
systray/index.html                                        	  28	  23	  13	    13	   91	   83	   73	    73	     797	      747	      579	        579	     853	      799	      630	        630	
systray/issystrayicon.html                                	  23	  15	   8	     8	   76	   65	   48	    48	     555	      489	      338	        338	     612	      543	      382	        382	
systray/removesystrayicon.html                            	  20	  12	   8	     8	   53	   43	   39	    39	     475	      411	      348	        348	     511	      445	      382	        382	
systray/systrayicontooltip.html                           	  19	  12	   8	     8	   66	   57	   53	    53	     461	      404	      355	        355	     509	      450	      401	        401	
terrain/AddTerrainTexture.html                            	  30	  22	  20	    20	  102	   91	   89	    89	     692	      628	      600	        600	     765	      698	      670	        670	
terrain/BuildTerrain.html                                 	  25	  17	  10	    10	   54	   43	   36	    36	     615	      551	      431	        431	     647	      580	      460	        460	
terrain/createterrain.html                                	  50	  43	  24	    24	  232	  222	  194	   194	    1713	     1654	     1277	       1277	    1897	     1835	     1451	       1451	
terrain/DefineTerrainTile.html                            	  36	  28	  19	    19	  149	  138	  117	   117	     889	      825	      677	        677	    1005	      938	      778	        778	
terrain/FreeTerrain.html                                  	  24	  15	  10	    10	   85	   73	   68	    68	     642	      571	      498	        498	     706	      632	      559	        559	
terrain/GetTerrainTileHeightAtPoint.html                  	  27	  20	  12	    12	   82	   72	   60	    60	     687	      628	      547	        547	     746	      684	      599	        599	
terrain/GetTerrainTileLayerBlend.html                     	  32	  25	   9	     9	  117	  107	   53	    53	     818	      759	      419	        419	     907	      845	      467	        467	
terrain/index.html                                        	  62	  57	  43	    43	  123	  115	   98	    98	    1837	     1787	     1487	       1487	    1897	     1843	     1542	       1542	
terrain/SaveTerrain.html                                  	  24	  16	   9	     9	   73	   62	   55	    55	     613	      549	      419	        419	     665	      598	      468	        468	
terrain/SetTerrainTileHeightAtPoint.html                  	  32	  24	   9	     9	  107	   96	   71	    71	     861	      797	      581	        581	     939	      872	      646	        646	
terrain/SetTerrainTileLayerBlend.html                     	  36	  28	   8	     8	  140	  129	   68	    68	     985	      921	      508	        508	    1092	     1025	      571	        571	
terrain/SetupTerrains.html                                	  30	  22	  12	    12	  113	  102	   84	    84	     844	      780	      606	        606	     934	      867	      686	        686	
terrain/terrainheight.html                                	  23	  16	   9	     9	   83	   73	   63	    63	     553	      494	      391	        391	     617	      555	      449	        449	
terrain/TerrainLocate.html                                	  22	  14	   6	     6	   53	   42	   29	    29	     418	      354	      243	        243	     452	      385	      269	        269	
terrain/TerrainMousePick.html                             	  31	  24	  10	    10	  121	  111	   85	    85	     898	      839	      605	        605	     987	      925	      684	        684	
terrain/TerrainPhysicBody.html                            	  29	  21	  14	    14	  157	  146	  136	   136	     950	      886	      776	        776	    1081	     1014	      901	        901	
terrain/TerrainRenderMode.html                            	  24	  16	   6	     6	   68	   57	   37	    37	     607	      543	      370	        370	     656	      589	      406	        406	
terrain/TerrainTileHeightAtPosition.html                  	  31	  24	   5	     5	  106	   96	   25	    25	     777	      718	      287	        287	     856	      794	      311	        311	
terrain/TerrainTileLayerMapSize.html                      	  26	  19	   8	     8	   82	   72	   52	    52	     656	      597	      427	        427	     716	      654	      475	        475	
terrain/TerrainTilePointX.html                            	  27	  20	   7	     7	   83	   73	   48	    48	     626	      567	      343	        343	     686	      624	      388	        388	
terrain/TerrainTilePointY.html                            	  27	  20	   6	     6	   83	   73	   37	    37	     610	      551	      290	        290	     670	      608	      325	        325	
terrain/TerrainTileSize.html                              	  26	  19	   7	     7	   76	   66	   44	    44	     574	      515	      306	        306	     628	      566	      347	        347	
terrain/UpdateTerrain.html                                	  23	  15	   7	     7	   46	   35	   26	    26	     565	      501	      286	        286	     591	      524	      308	        308	
terrain/UpdateTerrainTileLayerBlend.html                  	  31	  23	   8	     8	   87	   76	   34	    34	     746	      682	      375	        375	     803	      736	      402	        402	
Text3D/CreateText3D.html                                  	  38	  31	  23	    23	  152	  142	  117	   117	     976	      917	      715	        715	    1090	     1028	      812	        812	
Text3D/FreeText3D.html                                    	  26	  17	  10	    10	   65	   53	   48	    48	     477	      406	      336	        336	     521	      447	      377	        377	
Text3D/index.html                                         	  35	  30	  19	    19	   77	   69	   57	    57	     751	      701	      535	        535	     794	      740	      573	        573	
Text3D/IsText3D.html                                      	  23	  15	   8	     8	   77	   66	   49	    49	     492	      426	      298	        298	     550	      481	      343	        343	
Text3D/MoveText3D.html                                    	  31	  23	   9	     9	   98	   87	   36	    36	     685	      621	      281	        281	     758	      691	      312	        312	
Text3D/ScaleText3D.html                                   	  29	  21	   6	     6	  115	  104	   52	    52	     723	      659	      329	        329	     811	      744	      377	        377	
Text3D/Text3DAlignment.html                               	  28	  20	  11	    11	   83	   72	   52	    52	     706	      642	      492	        492	     771	      704	      543	        543	
Text3D/Text3DCaption.html                                 	  22	  14	   6	     6	   41	   30	   19	    19	     370	      306	      201	        201	     392	      325	      217	        217	
Text3D/Text3DColor.html                                   	  24	  16	   6	     6	   50	   39	   19	    19	     404	      340	      187	        187	     432	      365	      203	        203	
Text3D/Text3DID.html                                      	  16	  10	   5	     5	   39	   31	   16	    16	     289	      237	      149	        149	     314	      260	      162	        162	
texture/CopyTexture.html                                  	  21	  15	  12	    12	   80	   72	   61	    61	     588	      536	      440	        440	     648	      594	      491	        491	
texture/CreateCubeMapTexture.html                         	  54	  47	  31	    31	  205	  195	  173	   173	    1408	     1349	     1130	       1130	    1568	     1506	     1279	       1279	
texture/CreateRenderTexture.html                          	  47	  39	  20	    20	  246	  235	  165	   165	    1711	     1645	     1139	       1139	    1916	     1847	     1294	       1294	
texture/createtexture.html                                	  27	  20	  13	    13	  146	  137	  121	   121	     979	      920	      755	        755	    1103	     1042	      869	        869	
texture/EntityCubeMapTexture.html                         	  27	  19	   9	     9	   73	   62	   48	    48	     620	      556	      383	        383	     669	      602	      426	        426	
texture/freetexture.html                                  	  21	  13	   9	     9	   63	   53	   37	    37	     504	      440	      333	        333	     549	      483	      364	        364	
texture/getscripttexture.html                             	  24	  18	   7	     7	   93	   85	   29	    29	     694	      642	      247	        247	     765	      711	      273	        273	
texture/index.html                                        	  47	  42	  25	    25	   89	   81	   59	    59	    1184	     1134	      778	        778	    1223	     1169	      812	        812	
texture/istexture.html                                    	  20	  13	   8	     8	   68	   59	   44	    44	     463	      404	      299	        299	     515	      454	      339	        339	
texture/loadtexture.html                                  	  32	  25	  10	    10	  138	  128	   71	    71	     943	      884	      476	        476	    1052	      990	      540	        540	
texture/SaveRenderTexture.html                            	  25	  18	  10	    10	   94	   84	   73	    73	     649	      590	      468	        468	     722	      660	      535	        535	
texture/textureheight.html                                	  20	  13	   7	     7	   43	   33	   24	    24	     380	      321	      234	        234	     407	      345	      255	        255	
texture/textureid.html                                    	  17	  11	   4	     4	   41	   33	   16	    16	     354	      302	      178	        178	     382	      328	      194	        194	
texture/textureoutput.html                                	  30	  22	   8	     8	  107	   96	   26	    26	     936	      870	      354	        354	    1016	      947	      376	        376	
texture/texturewidth.html                                 	  20	  13	   5	     5	   43	   33	   22	    22	     388	      329	      206	        206	     415	      353	      227	        227	
texture/UpdateRenderTexture.html                          	  20	  12	   6	     6	   52	   41	   35	    35	     450	      386	      285	        285	     483	      416	      315	        315	
thread/createmutex.html                                   	  49	  43	  38	    38	  247	  239	  237	   237	    1922	     1873	     1809	       1809	    2155	     2104	     2040	       2040	
thread/createsemaphore.html                               	  62	  54	  42	    42	  426	  415	  406	   406	    3298	     3232	     3078	       3078	    3712	     3643	     3489	       3489	
thread/createthread.html                                  	  57	  50	  42	    42	  342	  333	  325	   325	    2400	     2341	     2192	       2192	    2703	     2642	     2492	       2492	
thread/freemutex.html                                     	  23	  14	   9	     9	   90	   78	   73	    73	     534	      463	      389	        389	     604	      530	      456	        456	
thread/freesemaphore.html                                 	  20	  12	   7	     7	   41	   30	   25	    25	     361	      297	      221	        221	     385	      318	      242	        242	
thread/index.html                                         	  79	  74	  45	    45	  418	  410	  386	   386	    2920	     2870	     2500	       2500	    3266	     3212	     2841	       2841	
thread/isthread.html                                      	  18	  12	   7	     7	   58	   50	   45	    45	     427	      375	      309	        309	     471	      417	      351	        351	
thread/killthread.html                                    	  42	  34	  21	    21	  174	  164	  153	   153	    1466	     1402	     1174	       1174	    1631	     1565	     1337	       1337	
thread/lockmutex.html                                     	  37	  29	  12	    12	  170	  159	  150	   150	    1089	     1025	      858	        858	    1233	     1166	      999	        999	
thread/pausethread.html                                   	  39	  30	  16	    16	  109	   97	   77	    77	    1238	     1167	      854	        854	    1350	     1276	      957	        957	
thread/resumethread.html                                  	  27	  18	   8	     8	   59	   47	   32	    32	     585	      514	      335	        335	     620	      546	      362	        362	
thread/signalsemaphore.html                               	  26	  18	   8	     8	   83	   73	   64	    64	     678	      614	      470	        470	     738	      672	      528	        528	
thread/threadid.html                                      	  20	  14	   5	     5	   57	   49	   17	    17	     456	      404	      182	        182	     496	      442	      198	        198	
thread/threadpriority.html                                	  70	  64	  45	    45	  525	  517	  501	   501	    3106	     3050	     2801	       2801	    3602	     3544	     3290	       3290	
thread/trylockmutex.html                                  	  44	  35	  25	    25	  198	  186	  173	   173	    1642	     1569	     1396	       1396	    1832	     1756	     1580	       1580	
thread/trysemaphore.html                                  	  19	  13	   8	     8	   81	   73	   68	    68	     544	      492	      422	        422	     610	      556	      486	        486	
thread/unlockmutex.html                                   	  29	  20	   9	     9	   72	   60	   51	    51	     580	      509	      376	        376	     628	      554	      421	        421	
thread/waitsemaphore.html                                 	  28	  20	   8	     8	   99	   89	   73	    73	     787	      723	      513	        513	     861	      795	      580	        580	
thread/waitthread.html                                    	  35	  28	  15	    15	  132	  123	   99	    99	    1211	     1152	      800	        800	    1339	     1278	      915	        915	
toolbar/createtoolbar.html                                	  51	  42	  26	    26	  218	  206	  173	   173	    2144	     2071	     1643	       1643	    2323	     2247	     1802	       1802	
toolbar/disabletoolbarbutton.html                         	  44	  35	  23	    23	  156	  144	  132	   132	    1829	     1758	     1528	       1528	    2006	     1932	     1702	       1702	
toolbar/freetoolbar.html                                  	  23	  14	   9	     9	   54	   42	   37	    37	     489	      418	      342	        342	     523	      449	      373	        373	
toolbar/gettoolbarbuttonstate.html                        	  26	  18	  12	    12	   80	   69	   60	    60	     652	      586	      504	        504	     710	      641	      556	        556	
toolbar/index.html                                        	  38	  33	  21	    21	   85	   77	   63	    63	     966	      916	      672	        672	    1013	      959	      714	        714	
toolbar/istoolbar.html                                    	  24	  16	   7	     7	   96	   85	   46	    46	     645	      579	      328	        328	     721	      652	      371	        371	
toolbar/settoolbarbuttonstate.html                        	  29	  20	   8	     8	   95	   83	   59	    59	     708	      637	      399	        399	     777	      703	      453	        453	
toolbar/toolbarheight.html                                	  23	  15	   7	     7	   82	   71	   53	    53	     563	      497	      351	        351	     626	      557	      401	        401	
toolbar/toolbarid.html                                    	  23	  16	   6	     6	   63	   53	   24	    24	     515	      456	      222	        222	     559	      497	      244	        244	
toolbar/toolbarimagebutton.html                           	  47	  38	  21	    21	  223	  211	  190	   190	    2239	     2168	     1816	       1816	    2437	     2363	     2010	       2010	
toolbar/toolbarseparator.html                             	  35	  25	  10	    10	   94	   81	   46	    46	    1465	     1389	      848	        848	    1559	     1480	      917	        917	
toolbar/toolbarstandardbutton.html                        	  61	  53	  24	    24	  181	  170	   71	    71	    2311	     2243	      975	        975	    2445	     2374	     1025	       1025	
toolbar/toolbartooltip.html                               	  35	  26	  13	    13	  143	  131	  106	   106	    1442	     1371	     1019	       1019	    1573	     1499	     1135	       1135	
VertexAnimation/AddVertexPoseReference.html               	  41	  33	  22	    22	  126	  115	   88	    88	    1092	     1028	      775	        775	    1178	     1111	      842	        842	
VertexAnimation/CreateVertexAnimation.html                	  25	  18	  11	    11	   71	   61	   51	    51	     626	      567	      460	        460	     676	      614	      504	        504	
VertexAnimation/CreateVertexPoseKeyFrame.html             	  36	  29	   8	     8	  121	  111	   53	    53	    1081	     1022	      470	        470	    1170	     1108	      519	        519	
VertexAnimation/CreateVertexTrack.html                    	  32	  25	  10	    10	  114	  104	   62	    62	     942	      883	      466	        466	    1028	      966	      522	        522	
VertexAnimation/index.html                                	  30	  25	  16	    16	   53	   45	   33	    33	     775	      725	      528	        528	     797	      743	      545	        545	
VertexAnimation/MeshPoseCount.html                        	  22	  15	   8	     8	   58	   48	   38	    38	     502	      443	      332	        332	     542	      480	      366	        366	
VertexAnimation/MeshPoseName.html                         	  27	  20	   8	     8	   84	   74	   43	    43	     665	      606	      327	        327	     726	      664	      366	        366	
VertexAnimation/UpdateVertexPoseReference.html            	  42	  34	   6	     6	  141	  130	   27	    27	    1204	     1140	      305	        305	    1306	     1239	      329	        329	
VertexAnimation/VertexPoseReferenceCount.html             	  36	  29	   6	     6	  116	  106	   24	    24	    1104	     1045	      349	        349	    1186	     1124	      369	        369	
window/addkeyboardshortcut.html                           	 149	 139	 130	   130	  346	  333	  314	   314	    4545	     4467	     4306	       4306	    4730	     4649	     4481	       4481	
window/addwindowtimer.html                                	  49	  40	  31	    31	  254	  242	  230	   230	    2027	     1956	     1787	       1787	    2253	     2179	     2007	       2007	
window/BindEvent.html                                     	  72	  63	  30	    30	  300	  288	  171	   171	    2576	     2505	     1305	       1305	    2813	     2739	     1457	       1457	
window/closewindow.html                                   	  23	  14	  11	    11	   55	   43	   40	    40	     448	      377	      346	        346	     483	      409	      378	        378	
window/disablewindow.html                                 	  21	  14	   8	     8	   56	   47	   34	    34	     426	      369	      286	        286	     465	      406	      316	        316	
window/EventData.html                                     	  24	  16	   9	     9	   70	   59	   52	    52	     562	      498	      396	        396	     613	      546	      444	        444	
window/eventgadget.html                                   	  22	  14	   7	     7	   57	   46	   39	    39	     561	      497	      387	        387	     601	      534	      424	        424	
window/EventlParam.html                                   	  14	  11	   8	     8	   41	   37	   34	    34	     372	      344	      311	        311	     404	      375	      342	        342	
window/eventmenu.html                                     	  27	  18	   8	     8	  122	  110	   98	    98	     890	      819	      612	        612	     989	      915	      707	        707	
window/eventtimer.html                                    	  22	  14	   6	     6	   60	   49	   41	    41	     539	      475	      347	        347	     582	      515	      387	        387	
window/eventtype.html                                     	  85	  76	  39	    39	  270	  258	  207	   207	    3420	     3349	     2443	       2443	    3704	     3630	     2709	       2709	
window/eventwindow.html                                   	  22	  14	   7	     7	   55	   44	   36	    36	     526	      462	      317	        317	     564	      497	      351	        351	
window/EventwParam.html                                   	  14	  11	   5	     5	   41	   37	    9	     9	     380	      352	      156	        156	     412	      383	      165	        165	
window/getactivewindow.html                               	  22	  13	  10	    10	   77	   65	   62	    62	     565	      494	      448	        448	     625	      551	      505	        505	
window/getwindowcolor.html                                	  23	  16	  10	    10	   66	   56	   47	    47	     560	      501	      411	        411	     607	      545	      452	        452	
window/GetWindowData.html                                 	  25	  18	  10	    10	   82	   72	   55	    55	     676	      617	      465	        465	     735	      673	      514	        514	
window/getwindowstate.html                                	  26	  18	  12	    12	   80	   69	   53	    53	     682	      616	      516	        516	     742	      673	      563	        563	
window/getwindowtitle.html                                	  27	  18	  12	    12	   82	   70	   61	    61	     683	      610	      517	        517	     743	      667	      571	        571	
window/hidewindow.html                                    	  47	  38	  25	    25	  178	  166	  133	   133	    1636	     1565	     1290	       1290	    1815	     1741	     1445	       1445	
window/index.html                                         	 103	  98	  61	    61	  121	  113	   74	    74	    2307	     2257	     1621	       1621	    2325	     2271	     1634	       1634	
window/iswindow.html                                      	  24	  16	   7	     7	   96	   85	   46	    46	     583	      517	      296	        296	     659	      590	      339	        339	
window/openwindow.html                                    	  75	  67	  41	    41	  438	  427	  382	   382	    3138	     3072	     2646	       2646	    3561	     3492	     3047	       3047	
window/PostEvent.html                                     	  73	  64	  38	    38	  314	  302	  257	   257	    2678	     2607	     2078	       2078	    2934	     2860	     2313	       2313	
