15-10-7 下午5:03
项目统计

     	   片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	85058	357064	3054896	3357899	  1870	
剩余：  	71733	336795	2932578	3228446	  1870	
独特：  	42566	270601	2279580	2537858	  1870	
剩余独特：	42381	268752	2268528	2525019	  1870	


单文件统计：

文件名                                                       	 总片段	剩余片段	独特片段	剩余独特片段	 总计词汇	 剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
engine3d/worlddebug.html                                  	  17	  13	  10	    10	   66	   61	   58	    58	     562	      531	      479	        479	     619	      587	      535	        535	
engine3d/worldgravity.html                                	  14	  10	   6	     6	   43	   38	   34	    34	     388	      357	      292	        292	     420	      388	      323	        323	
engine3d/worldshadows.html                                	  47	  40	  28	    28	  283	  274	  246	   246	    1881	     1824	     1582	       1582	    2124	     2065	     1813	       1813	
engine3d/Yaw.html                                         	  45	  36	  12	    12	  156	  144	   42	    42	    1071	     1003	      312	        312	    1245	     1174	      345	        345	
entity/applyentityforce.html                              	  21	  14	  12	    12	   72	   63	   59	    59	     505	      448	      433	        433	     558	      499	      482	        482	
entity/applyentityimpulse.html                            	  22	  15	  10	    10	   72	   63	   50	    50	     539	      482	      406	        406	     593	      534	      450	        450	
entity/AttachEntityObject.html                            	  46	  38	  27	    27	  173	  162	  141	   141	    1240	     1176	      963	        963	    1377	     1310	     1091	       1091	
entity/copyentity.html                                    	  18	  14	   9	     9	   74	   69	   65	    65	     550	      519	      441	        441	     611	      579	      501	        501	
entity/createentity.html                                  	  58	  51	  37	    37	  332	  322	  291	   291	    2050	     1991	     1675	       1675	    2341	     2279	     1951	       1951	
entity/DetachEntityObject.html                            	  25	  21	   8	     8	   78	   73	   40	    40	     796	      765	      364	        364	     859	      827	      403	        403	
entity/DisableEntityBody.html                             	  21	  14	  11	    11	   62	   53	   50	    50	     516	      459	      419	        419	     560	      501	      461	        461	
entity/EnableManualEntityBoneControl.html                 	  31	  24	  15	    15	  121	  112	   80	    80	     946	      889	      740	        740	    1041	      982	      810	        810	
entity/EntityAngularFactor.html                           	  19	  12	   7	     7	   42	   33	   23	    23	     391	      334	      263	        263	     417	      358	      282	        282	
entity/EntityBonePitch.html                               	  24	  17	   9	     9	   63	   53	   28	    28	     526	      467	      316	        316	     569	      507	      339	        339	
entity/EntityBoneRoll.html                                	  24	  17	   8	     8	   63	   53	   27	    27	     509	      450	      284	        284	     552	      490	      307	        307	
entity/EntityBoneX.html                                   	  25	  19	  12	    12	   85	   77	   60	    60	     553	      501	      403	        403	     618	      564	      456	        456	
entity/EntityBoneY.html                                   	  25	  19	   6	     6	   85	   77	   34	    34	     551	      499	      262	        262	     616	      562	      295	        295	
entity/EntityBoneYaw.html                                 	  24	  17	   8	     8	   63	   53	   27	    27	     498	      439	      276	        276	     541	      479	      299	        299	
entity/EntityBoneZ.html                                   	  25	  19	   7	     7	   85	   77	   35	    35	     563	      511	      290	        290	     628	      574	      323	        323	
entity/EntityBoundingBox.html                             	  28	  22	  16	    16	  131	  123	   96	    96	    1045	      993	      843	        843	    1152	     1098	      927	        927	
entity/entitycollide.html                                 	  27	  21	  14	    14	   83	   75	   72	    72	     688	      636	      577	        577	     751	      697	      638	        638	
entity/EntityCustomParameter.html                         	  35	  27	  23	    23	  151	  141	  134	   134	    1015	      951	      901	        901	    1133	     1067	     1014	       1014	
entity/EntityFixedYawAxis.html                            	  31	  24	  10	    10	  162	  153	   86	    86	     909	      852	      504	        504	    1044	      985	      584	        584	
entity/entityid.html                                      	  13	   9	   7	     7	   42	   37	   35	    35	     368	      337	      304	        304	     401	      369	      336	        336	
entity/EntityLinearFactor.html                            	  30	  23	  17	    17	  162	  153	  144	   144	     832	      775	      728	        728	     967	      908	      858	        858	
entity/entitylookat.html                                  	  22	  15	  10	    10	   77	   68	   58	    58	     543	      486	      426	        426	     602	      543	      478	        478	
entity/EntityParentNode.html                              	  21	  15	   8	     8	   68	   60	   48	    48	     497	      445	      337	        337	     546	      492	      381	        381	
entity/entityphysicbody.html                              	  57	  52	  37	    37	  360	  354	  308	   308	    2265	     2224	     1863	       1863	    2592	     2550	     2155	       2155	
entity/entitypitch.html                                   	  32	  25	  16	    16	  147	  137	  104	   104	    1016	      957	      776	        776	    1141	     1079	      874	        874	
entity/entityrendermode.html                              	  18	  14	   9	     9	   57	   52	   49	    49	     543	      512	      461	        461	     594	      562	      511	        511	
entity/entityroll.html                                    	  32	  25	  12	    12	  147	  137	   94	    94	    1002	      943	      681	        681	    1127	     1065	      773	        773	
entity/EntityVelocity.html                                	  25	  18	  11	    11	   83	   74	   62	    62	     600	      543	      445	        445	     661	      602	      499	        499	
entity/entityx.html                                       	  27	  20	  12	    12	   93	   83	   58	    58	     652	      593	      459	        459	     723	      661	      510	        510	
entity/entityy.html                                       	  27	  20	   8	     8	   93	   83	   45	    45	     642	      583	      368	        368	     713	      651	      410	        410	
entity/entityyaw.html                                     	  32	  25	  11	    11	  146	  136	   92	    92	     953	      894	      629	        629	    1076	     1014	      719	        719	
entity/entityz.html                                       	  27	  20	   9	     9	   92	   82	   45	    45	     659	      600	      397	        397	     728	      666	      437	        437	
entity/FetchEntityMaterial.html                           	  24	  18	  11	    11	   73	   65	   39	    39	     610	      558	      402	        402	     663	      609	      434	        434	
entity/freeentity.html                                    	  22	  14	   9	     9	   68	   58	   53	    53	     551	      487	      417	        417	     600	      534	      464	        464	
entity/FreeEntityJoints.html                              	  13	   9	   6	     6	   25	   20	   17	    17	     298	      267	      219	        219	     312	      280	      232	        232	
entity/getentityattribute.html                            	  45	  38	  33	    33	  266	  256	  248	   248	    2168	     2109	     2033	       2033	    2471	     2409	     2330	       2330	
entity/GetEntityCollisionGroup.html                       	  22	  15	   9	     9	   47	   37	   28	    28	     598	      539	      428	        428	     627	      565	      451	        451	
entity/GetEntityCollisionMask.html                        	  22	  15	   8	     8	   47	   37	   27	    27	     581	      522	      376	        376	     610	      548	      399	        399	
entity/hideentity.html                                    	  17	  13	   9	     9	   39	   34	   32	    32	     338	      307	      260	        260	     365	      333	      286	        286	
entity/index.html                                         	 119	 114	  58	    58	  185	  177	  120	   120	    3086	     3036	     1984	       1984	    3152	     3098	     2045	       2045	
entity/isentity.html                                      	  17	  13	   6	     6	   70	   65	   34	    34	     442	      411	      236	        236	     501	      469	      268	        268	
entity/moveentity.html                                    	  31	  23	   8	     8	   98	   87	   32	    32	     701	      637	      278	        278	     774	      707	      306	        306	
entity/MoveEntityBone.html                                	  35	  26	   9	     9	  119	  107	   45	    45	     854	      786	      373	        373	     943	      872	      412	        412	
entity/rotateentity.html                                  	  28	  20	   8	     8	   88	   77	   49	    49	     614	      550	      340	        340	     676	      609	      383	        383	
entity/RotateEntityBone.html                              	  30	  22	   5	     5	   99	   88	   35	    35	     662	      598	      282	        282	     732	      665	      313	        313	
entity/scaleentity.html                                   	  28	  20	  12	    12	  169	  159	  138	   138	    1056	      992	      867	        867	    1204	     1138	     1000	       1000	
entity/setentityattribute.html                            	  39	  31	  16	    16	  188	  177	  127	   127	    1355	     1291	      970	        970	    1536	     1469	     1113	       1113	
entity/SetEntityCollisionFilter.html                      	  25	  17	  10	    10	   50	   39	   29	    29	     579	      515	      383	        383	     607	      540	      405	        405	
entity/setentitymaterial.html                             	  16	  12	   7	     7	   43	   38	   34	    34	     407	      376	      300	        300	     436	      404	      328	        328	
EntityAnimation/AddEntityAnimationTime.html               	  25	  17	  14	    14	   96	   85	   79	    79	     695	      631	      599	        599	     767	      700	      665	        665	
EntityAnimation/EntityAnimationBlendMode.html             	  34	  24	  19	    19	  167	  154	  146	   146	    1240	     1165	     1079	       1079	    1378	     1300	     1211	       1211	
EntityAnimation/EntityAnimationStatus.html                	  28	  21	  12	    12	  113	  103	   52	    52	     986	      927	      624	        624	    1075	     1013	      668	        668	
EntityAnimation/GetEntityAnimationLength.html             	  25	  18	   9	     9	   86	   76	   25	    25	     775	      716	      416	        416	     840	      778	      436	        436	
EntityAnimation/GetEntityAnimationTime.html               	  26	  19	   9	     9	   97	   87	   35	    35	     875	      816	      486	        486	     950	      888	      516	        516	
EntityAnimation/GetEntityAnimationWeight.html             	  32	  24	  12	    12	  163	  152	   98	    98	    1199	     1133	      745	        745	    1334	     1265	      835	        835	
EntityAnimation/index.html                                	  49	  44	  25	    25	  115	  107	   84	    84	    1554	     1504	     1065	       1065	    1614	     1560	     1120	       1120	
EntityAnimation/SetEntityAnimationLength.html             	  25	  19	   7	     7	   86	   78	   24	    24	     778	      730	      365	        365	     842	      792	      385	        385	
EntityAnimation/SetEntityAnimationTime.html               	  31	  23	   9	     9	  110	   99	   43	    43	     977	      913	      496	        496	    1059	      992	      533	        533	
EntityAnimation/SetEntityAnimationWeight.html             	  34	  25	   7	     7	  165	  153	   26	    26	    1198	     1127	      308	        308	    1332	     1258	      330	        330	
EntityAnimation/StartEntityAnimation.html                 	  37	  29	  13	    13	  158	  147	   88	    88	    1348	     1284	      802	        802	    1474	     1407	      883	        883	
EntityAnimation/StopEntityAnimation.html                  	  24	  16	   5	     5	   78	   67	   14	    14	     639	      575	      228	        228	     696	      629	      240	        240	
EntityAnimation/UpdateEntityAnimation.html                	  24	  16	   6	     6	   93	   82	   30	    30	     663	      599	      279	        279	     733	      666	      304	        304	
Examples/2DDrawing.pb.html                                	  17	  17	  16	    16	  180	  180	  179	   179	    1913	     1913	     1886	       1886	    2157	     2157	     2130	       2130	
Examples/2DDrawingAlpha.pb.html                           	 251	 251	 251	   251	 4226	 4226	 4226	  4226	   25752	    25752	    25752	      25752	   26603	    26603	    26603	      26603	
Examples/Array.pb.html                                    	  13	  13	  12	    12	  193	  193	  192	   192	    2175	     2175	     2167	       2167	    2371	     2371	     2363	       2363	
Examples/AsmInline.pb.html                                	   5	   5	   5	     5	   54	   54	   54	    54	     829	      829	      829	        829	     891	      891	      891	        891	
Examples/AudioCD.pb.html                                  	  38	  38	  37	    37	  367	  367	  366	   366	    5601	     5601	     5591	       5591	    6113	     6113	     6103	       6103	
Examples/Billboard.pb.html                                	  35	  35	  34	    34	  169	  169	  168	   168	    2682	     2682	     2670	       2670	    2887	     2887	     2875	       2875	
Examples/Camera.pb.html                                   	  37	  37	  34	    34	  212	  212	  207	   207	    3154	     3154	     3133	       3133	    3416	     3416	     3391	       3391	
Examples/CanvasGadget.pb.html                             	 101	 101	 100	   100	  539	  539	  538	   538	    9173	     9173	     9142	       9142	   10026	    10026	     9995	       9995	
Examples/Cipher.pb.html                                   	   3	   3	   2	     2	   75	   75	   74	    74	    1104	     1104	     1095	       1095	    1172	     1172	     1163	       1163	
Examples/Clipboard.pb.html                                	   5	   5	   4	     4	   69	   69	   68	    68	     919	      919	      907	        907	     979	      979	      967	        967	
Examples/Console.pb.html                                  	   5	   5	   4	     4	  314	  314	  313	   313	    3220	     3220	     3210	       3210	    4912	     4912	     4902	       4902	
Examples/Database.pb.html                                 	  20	  20	  18	    18	  115	  115	  113	   113	    1702	     1702	     1664	       1664	    1830	     1830	     1792	       1792	
Examples/Date.pb.html                                     	   2	   2	   1	     1	   31	   31	   30	    30	     496	      496	      489	        489	     524	      524	      517	        517	
Examples/Desktop.pb.html                                  	  13	  13	  11	    11	   81	   81	   79	    79	    1182	     1182	     1145	       1145	    1238	     1238	     1201	       1201	
Examples/Dialog.pb.html                                   	  13	  13	  12	    12	   85	   85	   84	    84	    1529	     1529	     1520	       1520	    1612	     1612	     1603	       1603	
Examples/DirectScreenDrawing.pb.html                      	  30	  30	  28	    28	  251	  251	  249	   249	    3130	     3130	     3081	       3081	    3488	     3488	     3439	       3439	
Examples/DLLSample.pb.html                                	  25	  25	  24	    24	  193	  193	  192	   192	    2405	     2405	     2378	       2378	    2644	     2644	     2617	       2617	
Examples/DragDrop.pb.html                                 	  62	  62	  59	    59	  452	  452	  449	   449	    7049	     7049	     7002	       7002	    7657	     7657	     7608	       7608	
Examples/Entity.pb.html                                   	  39	  39	  31	    31	  204	  204	  194	   194	    3218	     3218	     3055	       3055	    3454	     3454	     3287	       3287	
Examples/EntityAnimation.pb.html                          	  45	  45	  42	    42	  249	  249	  244	   244	    3890	     3890	     3851	       3851	    4170	     4170	     4127	       4127	
Examples/EntityAnimation2.pb.html                         	  45	  45	  41	    41	  312	  312	  306	   306	    4532	     4532	     4454	       4454	    4953	     4953	     4871	       4871	
Examples/EntityAnimation3.pb.html                         	  94	  94	  91	    91	  544	  544	  539	   539	    7834	     7834	     7783	       7783	    8479	     8479	     8424	       8424	
Examples/File.pb.html                                     	   5	   5	   5	     5	   83	   83	   83	    83	    1130	     1130	     1130	       1130	    1215	     1215	     1215	       1215	
Examples/FileSystem.pb.html                               	  19	  19	  16	    16	  100	  100	   97	    97	    1531	     1531	     1450	       1450	    1654	     1654	     1573	       1573	
Examples/Font.pb.html                                     	  11	  11	  10	    10	  210	  210	  203	   203	    2150	     2150	     2116	       2116	    2600	     2600	     2560	       2560	
Examples/Ftp.pb.html                                      	   8	   8	   8	     8	   54	   54	   54	    54	     850	      850	      850	        850	     903	      903	      903	        903	
Examples/Gadget.pb.html                                   	  39	  39	  39	    39	  414	  414	  414	   414	    4871	     4871	     4871	       4871	    5516	     5516	     5516	       5516	
Examples/Gadget3D.pb.html                                 	  72	  72	  72	    72	  576	  576	  576	   576	    8310	     8310	     8310	       8310	    9141	     9141	     9141	       9141	
Examples/Help.pb.html                                     	   2	   2	   2	     2	   40	   40	   40	    40	     592	      592	      592	        592	     632	      632	      632	        632	
Examples/Http.pb.html                                     	   2	   2	   2	     2	   72	   72	   72	    72	    1343	     1343	     1343	       1343	    1387	     1387	     1387	       1387	
Examples/Image.pb.html                                    	  16	  16	  11	    11	  143	  143	  135	   135	    1695	     1695	     1565	       1565	    1885	     1885	     1750	       1750	
Examples/ImagePlugin.pb.html                              	  32	  32	  28	    28	  245	  245	  241	   241	    3416	     3416	     3299	       3299	    3743	     3743	     3626	       3626	
Examples/Joint.pb.html                                    	  55	  55	  53	    53	  379	  379	  375	   375	    5516	     5516	     5504	       5504	    6025	     6025	     6009	       6009	
Examples/Joystick.pb.html                                 	  20	  20	  19	    19	  145	  145	  144	   144	    1817	     1817	     1790	       1790	    2011	     2011	     1984	       1984	
Examples/Json.pb.html                                     	  20	  20	  19	    19	  107	  107	  105	   105	    1974	     1974	     1947	       1947	    2069	     2069	     2041	       2041	
Examples/Keyboard.pb.html                                 	  29	  29	  25	    25	  142	  142	  138	   138	    2025	     2025	     1917	       1917	    2141	     2141	     2033	       2033	
Examples/Library.pb.html                                  	  20	  20	  17	    17	   62	   62	   59	    59	    1181	     1181	     1100	       1100	    1259	     1259	     1178	       1178	
Examples/Light.pb.html                                    	  35	  35	  28	    28	  176	  176	  164	   164	    2743	     2743	     2521	       2521	    2957	     2957	     2724	       2724	
Examples/Mail.pb.html                                     	  14	  14	  11	    11	   95	   95	   92	    92	    1369	     1369	     1287	       1287	    1479	     1479	     1397	       1397	
Examples/Material.pb.html                                 	  36	  36	  31	    31	  183	  183	  173	   173	    2955	     2955	     2786	       2786	    3182	     3182	     3002	       3002	
Examples/Math.pb.html                                     	  19	  19	  13	    13	   93	   93	   84	    84	    1140	     1140	      932	        932	    1240	     1240	     1027	       1027	
Examples/MDI_ImageViewer.pb.html                          	  82	  82	  80	    80	  436	  436	  434	   434	    7952	     7952	     7894	       7894	    8678	     8678	     8620	       8620	
Examples/MemoryBank.pb.html                               	   5	   5	   5	     5	   58	   58	   58	    58	     909	      909	      909	        909	     978	      978	      978	        978	
Examples/Menu.pb.html                                     	  22	  22	  19	    19	  186	  186	  176	   176	    2227	     2227	     2160	       2160	    2544	     2544	     2469	       2469	
Examples/Mesh.pb.html                                     	  41	  41	  36	    36	  213	  213	  206	   206	    3470	     3470	     3374	       3374	    3736	     3736	     3636	       3636	
Examples/Mouse.pb.html                                    	   8	   8	   8	     8	  144	  144	  144	   144	    2002	     2002	     2002	       2002	    2226	     2226	     2226	       2226	
Examples/Movie.pb.html                                    	   9	   9	   8	     8	   68	   68	   67	    67	    1052	     1052	     1024	       1024	    1120	     1120	     1092	       1092	
Examples/Music.pb.html                                    	   7	   7	   7	     7	   77	   77	   77	    77	    1098	     1098	     1098	       1098	    1197	     1197	     1197	       1197	
Examples/NetworkClient.pb.html                            	   8	   8	   8	     8	   78	   78	   78	    78	    1064	     1064	     1064	       1064	    1148	     1148	     1148	       1148	
Examples/NetworkServer.pb.html                            	  18	  18	  15	    15	  128	  128	  124	   124	    1817	     1817	     1756	       1756	    1981	     1981	     1918	       1918	
Examples/Node.pb.html                                     	  36	  36	  36	    36	  326	  326	  326	   326	    4647	     4647	     4647	       4647	    5089	     5089	     5089	       5089	
Examples/NodeAnimation.pb.html                            	  18	  18	  17	    17	  216	  216	  214	   214	    3133	     3133	     3077	       3077	    3468	     3468	     3406	       3406	
Examples/NodeAnimation2.pb.html                           	  40	  40	  38	    38	  743	  743	  739	   739	    9743	     9743	     9715	       9715	   10719	    10719	    10687	      10687	
Examples/OnError.pb.html                                  	  60	  60	  58	    58	  354	  354	  352	   352	    5224	     5224	     5170	       5170	    5625	     5625	     5571	       5571	
Examples/OpenGLGadget.pb.html                             	  40	  40	  39	    39	  502	  502	  501	   501	    5785	     5785	     5754	       5754	    6591	     6591	     6560	       6560	
Examples/Packer.pb.html                                   	  17	  17	  14	    14	  127	  127	  124	   124	    1692	     1692	     1611	       1611	    1833	     1833	     1752	       1752	
Examples/Particle.pb.html                                 	  44	  44	  36	    36	  258	  258	  248	   248	    3919	     3919	     3734	       3734	    4308	     4308	     4119	       4119	
Examples/PopupMenu.pb.html                                	  19	  19	  16	    16	  154	  154	  150	   150	    2117	     2117	     2056	       2056	    2326	     2326	     2263	       2263	
Examples/Preference.pb.html                               	   9	   9	   9	     9	   67	   67	   67	    67	    1420	     1420	     1420	       1420	    1495	     1495	     1495	       1495	
Examples/Printer.pb.html                                  	  14	  14	  12	    12	  111	  111	  109	   109	    1416	     1416	     1362	       1362	    1582	     1582	     1528	       1528	
Examples/RegularExpression.pb.html                        	   7	   7	   7	     7	   63	   63	   63	    63	     924	      924	      924	        924	     982	      982	      982	        982	
Examples/Requester.pb.html                                	  28	  28	  24	    24	  234	  234	  229	   229	    3124	     3124	     3008	       3008	    3546	     3546	     3428	       3428	
Examples/Ribbon.pb.html                                   	  25	  25	  19	    19	  237	  237	  221	   221	    3137	     3137	     2758	       2758	    3466	     3466	     3057	       3057	
Examples/Runtime.pb.html                                  	   3	   3	   3	     3	   81	   81	   81	    81	    1134	     1134	     1134	       1134	    1217	     1217	     1217	       1217	
Examples/SerialPort.pb.html                               	   4	   4	   4	     4	   45	   45	   45	    45	     819	      819	      819	        819	     860	      860	      860	        860	
Examples/Sort_(Numeric).pb.html                           	   6	   6	   6	     6	   80	   80	   80	    80	    1254	     1254	     1254	       1254	    1319	     1319	     1319	       1319	
Examples/Sort_(String).pb.html                            	   7	   7	   7	     7	   82	   82	   82	    82	    1367	     1367	     1367	       1367	    1432	     1432	     1432	       1432	
Examples/Sound.pb.html                                    	   6	   6	   6	     6	   62	   62	   62	    62	     943	      943	      943	        943	    1006	     1006	     1006	       1006	
Examples/Sound3D.pb.html                                  	  43	  43	  35	    35	  303	  303	  290	   290	    4366	     4366	     4108	       4108	    4731	     4731	     4462	       4462	
Examples/SoundPlugin.pb.html                              	   6	   6	   6	     6	   72	   72	   72	    72	    1013	     1013	     1013	       1013	    1082	     1082	     1082	       1082	
Examples/Spline.pb.html                                   	  34	  34	  34	    34	  443	  443	  443	   443	    5570	     5570	     5570	       5570	    6181	     6181	     6181	       6181	
Examples/Sprite.pb.html                                   	  14	  14	  12	    12	  134	  134	  131	   131	    1450	     1450	     1419	       1419	    1599	     1599	     1568	       1568	
Examples/StatusBar.pb.html                                	   7	   7	   5	     5	   55	   55	   53	    53	    1001	     1001	      946	        946	    1064	     1064	     1009	       1009	
Examples/String.pb.html                                   	   2	   2	   2	     2	   31	   31	   31	    31	     462	      462	      462	        462	     490	      490	      490	        490	
Examples/System.pb.html                                   	   5	   5	   5	     5	   29	   29	   29	    29	     586	      586	      586	        586	     631	      631	      631	        631	
Examples/SysTray.pb.html                                  	  18	  18	  13	    13	  127	  127	  121	   121	    1890	     1890	     1747	       1747	    2021	     2021	     1876	       1876	
Examples/Terrain.pb.html                                  	  68	  68	  65	    65	  541	  541	  536	   536	    7071	     7071	     7028	       7028	    7706	     7706	     7659	       7659	
Examples/Text3D.pb.html                                   	  17	  17	  14	    14	  120	  120	  114	   114	    1853	     1853	     1698	       1698	    2014	     2014	     1847	       1847	
Examples/Texture.pb.html                                  	  38	  38	  16	    16	  196	  196	  149	   149	    3109	     3109	     2171	       2171	    3349	     3349	     2374	       2374	
Examples/Thread.pb.html                                   	   5	   5	   4	     4	   38	   38	   37	    37	     652	      652	      624	        624	     688	      688	      660	        660	
Examples/ToolBar.pb.html                                  	  23	  23	  21	    21	  231	  231	  229	   229	    2746	     2746	     2692	       2692	    3006	     3006	     2952	       2952	
Examples/VertexAnimation.pb.html                          	  43	  43	  38	    38	  312	  312	  300	   300	    4209	     4209	     4012	       4012	    4603	     4603	     4401	       4401	
Examples/Window.pb.html                                   	  11	  11	   9	     9	  135	  135	  127	   127	    1491	     1491	     1430	       1430	    1653	     1653	     1586	       1586	
Examples/Window3D.pb.html                                 	  29	  29	  26	    26	  160	  160	  156	   156	    2558	     2558	     2498	       2498	    2752	     2752	     2690	       2690	
Examples/WindowedScreen.pb.html                           	  39	  39	  36	    36	  331	  331	  327	   327	    3921	     3921	     3853	       3853	    4405	     4405	     4335	       4335	
Examples/Xml.pb.html                                      	  43	  43	  40	    40	  328	  328	  325	   325	    3940	     3940	     3855	       3855	    4418	     4418	     4333	       4333	
file/closefile.html                                       	  33	  24	  16	    16	   93	   81	   77	    77	     681	      610	      537	        537	     746	      672	      599	        599	
file/createfile.html                                      	  54	  45	  30	    30	  319	  307	  285	   285	    2266	     2193	     1939	       1939	    2577	     2501	     2239	       2239	
file/eof.html                                             	  27	  19	  11	    11	   72	   61	   53	    53	     555	      489	      385	        385	     604	      535	      431	        431	
file/filebufferssize.html                                 	  33	  24	  16	    16	  159	  147	  139	   139	     976	      905	      816	        816	    1105	     1031	      942	        942	
file/fileid.html                                          	  22	  15	   7	     7	   45	   35	   22	    22	     405	      346	      196	        196	     432	      370	      215	        215	
file/fileseek.html                                        	  41	  32	  21	    21	  181	  169	  147	   147	    1452	     1381	     1206	       1206	    1652	     1578	     1392	       1392	
file/flushfilebuffers.html                                	  24	  16	   8	     8	   72	   61	   50	    50	     549	      483	      367	        367	     601	      532	      413	        413	
file/index.html                                           	 108	 103	  83	    83	  240	  232	  213	   213	    2643	     2593	     2351	       2351	    2770	     2716	     2473	       2473	
file/isfile.html                                          	  25	  17	   7	     7	   82	   71	   46	    46	     548	      482	      273	        273	     609	      540	      316	        316	
file/loc.html                                             	  24	  16	   8	     8	   64	   53	   42	    42	     441	      375	      294	        294	     484	      415	      331	        331	
file/lof.html                                             	  34	  26	  13	    13	  109	   98	   67	    67	     970	      904	      593	        593	    1089	     1020	      696	        696	
file/openfile.html                                        	  50	  41	  18	    18	  329	  317	  221	   221	    2087	     2014	     1292	       1292	    2395	     2319	     1522	       1522	
file/readasciicharacter.html                              	  27	  19	   9	     9	   89	   78	   68	    68	     747	      681	      534	        534	     814	      745	      598	        598	
file/readbyte.html                                        	  25	  17	   8	     8	   82	   71	   58	    58	     588	      522	      395	        395	     650	      581	      450	        450	
file/readcharacter.html                                   	  28	  20	   9	     9	   95	   84	   69	    69	     773	      707	      542	        542	     844	      775	      606	        606	
file/readdata.html                                        	  30	  22	  13	    13	   94	   83	   70	    70	     657	      591	      477	        477	     725	      656	      538	        538	
file/readdouble.html                                      	  25	  17	   8	     8	   84	   73	   60	    60	     585	      519	      405	        405	     649	      580	      462	        462	
file/readfile.html                                        	  47	  38	  15	    15	  240	  228	  116	   116	    1796	     1723	      970	        970	    2030	     1954	     1112	       1112	
file/readfloat.html                                       	  26	  18	   8	     8	   86	   75	   61	    61	     619	      553	      422	        422	     684	      615	      480	        480	
file/readinteger.html                                     	  25	  17	   8	     8	   93	   82	   69	    69	     633	      567	      451	        451	     704	      635	      515	        515	
file/readlong.html                                        	  25	  17	   7	     7	   83	   72	   48	    48	     569	      503	      345	        345	     632	      563	      391	        391	
file/readquad.html                                        	  25	  17	   8	     8	   83	   72	   59	    59	     568	      502	      388	        388	     631	      562	      444	        444	
file/readstring.html                                      	  44	  36	  20	    20	  254	  243	  222	   222	    1590	     1524	     1294	       1294	    1812	     1743	     1507	       1507	
file/readstringformat.html                                	  52	  44	  26	    26	  304	  293	  270	   270	    1961	     1895	     1638	       1638	    2220	     2151	     1886	       1886	
file/readunicodecharacter.html                            	  27	  19	   7	     7	   88	   77	   51	    51	     770	      704	      484	        484	     836	      767	      533	        533	
file/readword.html                                        	  25	  17	   7	     7	   83	   72	   48	    48	     596	      530	      358	        358	     659	      590	      404	        404	
file/truncatefile.html                                    	  25	  16	   8	     8	   79	   67	   56	    56	     563	      492	      393	        393	     620	      546	      444	        444	
file/writeasciicharacter.html                             	  35	  27	  13	    13	  128	  117	  105	   105	    1042	      976	      776	        776	    1142	     1073	      873	        873	
file/writebyte.html                                       	  33	  25	   8	     8	  122	  111	   45	    45	     878	      812	      362	        362	     974	      905	      404	        404	
file/writecharacter.html                                  	  36	  28	   8	     8	  135	  124	   54	    54	    1068	     1002	      487	        487	    1173	     1104	      538	        538	
file/writedata.html                                       	  40	  31	  15	    15	  204	  192	  136	   136	    1471	     1398	      977	        977	    1700	     1624	     1163	       1163	
file/writedouble.html                                     	  34	  26	   8	     8	  124	  113	   43	    43	     906	      840	      377	        377	    1003	      934	      417	        417	
file/writefloat.html                                      	  34	  26	   9	     9	  125	  114	   48	    48	     913	      847	      396	        396	    1011	      942	      440	        440	
file/writeinteger.html                                    	  33	  25	   7	     7	  132	  121	   51	    51	     919	      853	      398	        398	    1023	      954	      445	        445	
file/writelong.html                                       	  33	  25	   7	     7	  122	  111	   41	    41	     855	      789	      335	        335	     951	      882	      374	        374	
file/writequad.html                                       	  33	  25	   8	     8	  122	  111	   42	    42	     855	      789	      342	        342	     951	      882	      381	        381	
file/writestring.html                                     	  50	  42	  17	    17	  226	  215	  135	   135	    1575	     1509	      921	        921	    1764	     1695	     1049	       1049	
file/writestringformat.html                               	  59	  51	  21	    21	  338	  327	  181	   181	    2208	     2142	     1264	       1264	    2494	     2425	     1431	       1431	
file/writestringn.html                                    	  49	  41	   7	     7	  222	  211	   41	    41	    1574	     1508	      407	        407	    1760	     1691	      446	        446	
file/writeunicodecharacter.html                           	  35	  27	   8	     8	  128	  117	   49	    49	    1053	      987	      494	        494	    1153	     1084	      540	        540	
file/writeword.html                                       	  32	  24	   7	     7	  120	  109	   40	    40	     836	      770	      321	        321	     929	      860	      357	        357	
filesystem/checkfilename.html                             	  17	  11	   9	     9	   65	   57	   55	    55	     466	      414	      395	        395	     518	      464	      445	        445	
filesystem/copydirectory.html                             	  40	  31	  27	    27	  169	  157	  133	   133	    1333	     1260	     1137	       1137	    1469	     1393	     1250	       1250	
filesystem/copyfile.html                                  	  31	  23	  16	    16	  112	  101	   80	    80	     864	      798	      628	        628	     947	      878	      695	        695	
filesystem/createdirectory.html                           	  25	  17	  10	    10	   85	   74	   56	    56	     696	      630	      470	        470	     760	      691	      520	        520	
filesystem/deletedirectory.html                           	  32	  25	  15	    15	  118	  108	   78	    78	     957	      898	      674	        674	    1054	      992	      748	        748	
filesystem/deletefile.html                                	  28	  21	   9	     9	   80	   70	   33	    33	     730	      671	      415	        415	     785	      723	      444	        444	
